State,City,Place,Distance,Place_desc,Distance_km
uttarakhand,jim corbett national park,durga devi zone, 16 km  from city center ,"durga devi zone at jim corbett is famous for its safari through dense forestation and hilly terrain. other than regional flora and fauna, the enchanting zone houses a number of exotic birds and, therefore, is a favourite amongst bird watchers. wild elephants, spotted and barking deer, sambar, jackals and the black faced monkey can also be spotted here.",16.0
uttarakhand,jim corbett national park,rock climbing in corbett national park, 8 out of 17  things to do in Jim Corbett National Park ,"a challenging sport, rock climbing is a great option for adventurous souls since it involves using all muscle power to climb up an uneven rock formation. with jim corbett’s mountainous terrain, it is an excellent destination for rock climbing since there are numerous rocks that are suitable for the activity.",8.0
uttarakhand,jim corbett national park,rappelling in jim corbett, 9 out of 17  things to do in Jim Corbett National Park ,"rappelling is quite a popular activity in jim corbett national national park which is known for its wildlife and rugged terrain. it is a sport which involves climbing and then descending down a mountainside in a controlled manner with a fixed rope. given that the area is full of uneven rocky formations, there are plenty of opportunities to engage in rappelling here.",9.0
uttarakhand,jim corbett national park,bird watching at jim corbett national park, 10 out of 17  things to do in Jim Corbett National Park ,"jim corbett national park in uttarakhand is not only home to dense greenery and a variety of animals but also to a multitude of birds. it is an excellent place to go bird watching and take pictures of the different kinds of birds that are found here, many of which are rare and endangered.",10.0
uttarakhand,jim corbett national park,elephant safari at jim corbett, 11 out of 17  things to do in Jim Corbett National Park ,"elephant safari at jim corbett is a popular activity, apart from the jeep and canter safari. done under the supervision of an elephant handler in the daytime or in the afternoon, one would get to go up to the periphery of the park and see tigers, elephants and other animals and birds.",11.0
uttarakhand,jim corbett national park,garjia temple, 20 km  from city center ,"dedicated to goddess parvati, garjia devi temple perched atop a huge rock in the midst of kosi river is also home to the deities of baba bhairon, lord shiva, lord ganesha and goddess saraswati.",20.0
uttarakhand,jim corbett national park,corbett museum, 47 km  from city center ,"located at kaladhungi, corbett museum is a bungalow that earlier belonged to jim corbett- the well known tiger conservationist and contains his memoirs, his personal belongings, letters written by him as well as his friends and well wishers, antiques and rare photographs.",47.0
uttarakhand,jim corbett national park,kosi river, 16 km  from city center ,"kosi river in jim corbett national park makes a picturesque location with a breathtaking view of the hills in the backdrop and pristine clear waters. inhabited by mahseer fish, it attracts huge number of migratory birds. it is also popular for rafting.",16.0
uttarakhand,jim corbett national park,durga mandir temple, 16 km  from city center ,durga mandir is an ancient temple dedicated to goddess durga. the stunning temple architecture with relief work displaying legends of other hindu deities attracts tourists in large numbers. the temple comes across as quite a surprise in the dense forests of the park but is considered to hold religious importance.,16.0
uttarakhand,jim corbett national park,sitabani temple, 32 km  from city center ,"sitabani temple is situated in the sitavani jungles of the jim corbett national park. it is an ancient temple, famous for its religious significance and temple architecture. the presiding deity is goddess sita, who lived in the region during her exile before facing the agnipariksha.",32.0
uttarakhand,jim corbett national park,gyan yatra, 16 km  from city center ,gyan yatra is a program that is designed to share knowledge about jim corbett and the flora and fauna thriving inside it to the guests. the program includes nature walks and tours that allows one to see the park from a broadened point of view which is mostly missed on a safari and realise there is more to the reserve than the wildlife and the resorts.,16.0
madhya pradesh,gwalior,gwalior fort, 2 km  from city center ,"perched high at the top of a vast rocky massif, gwalior fort is a place hard to miss being visible from every nook and corner of the city.  regarded as one of most impregnable fortress of north and central india, the place is a must visit.",2.0
madhya pradesh,gwalior,jai vilas palace, 2 km  from city center ,"the jai vilas palace also known as the jai vilas mahal, is a nineteenth-century palace placed in gwalior madhya pradesh, india. it was established in 1874 by jayajirao scindia, the maharaja of gwalior and is still the residence of his descendants, the former royal maratha scindia dynasty.",2.0
madhya pradesh,gwalior,gujari mahal (state archaeological museum), 2 km  from city center ,"built by man singh in the 15th century for his favorite wife mrignayani, gujari mahal is now in ruins and also an archaeological museum as it showcases various sculptures, statues and other remains dating back to 1st and 2nd century bc.",2.0
madhya pradesh,gwalior,man mandir palace, 2 km  from city center ,"located at the north-east end of the fort, man mandir palace was built between 1486 and 1516 by the tomar ruler, man singh tomar. the palace couldn't survive with time, however the remains of the palace still showcases the beautiful carvings and designs of that era.",2.0
madhya pradesh,gwalior,tomb of tansen, 2 km  from city center ,"one of the greatest musicians of india and en eminent vocalist in the courts of akbar in the medieval period, tansen was also among one of the nine gems of the mughal court.",2.0
madhya pradesh,gwalior,teli ka mandir, 2 km  from city center ,"located in the gwalior fort, this temple also dates back to the 9th century and is the highest building in gwalior (100 ft.). this temple was used to process oil before the britishers occupied the gwalior fort.",2.0
madhya pradesh,gwalior,saas bahu temple, 1 km  from city center ,"built in the 9th century, the saas bahu temple attracts tourists and devotees alike. contrary to what the name suggests, the saas bahu temple does not mean saas( mother-in-law) and bahu(daughter-in-law) but is rather a short form of shastra bahu, another name of lord vishnu.",1.0
madhya pradesh,gwalior,scindia museum, 2 km  from city center ,"dedicated to jivaji rao scindia, this is one of the most prominent museums of madhya pradesh. it occupies around 35 rooms of jai villas palace and was established in the year 1964.",2.0
